meetingID,assignmentName,className
2859,Miss Ashley Harrison,GLOBE565
7313,Angela Delgado,GLOBE565
1944,Christopher Jackson,GLOBE565
9348,Miss Ashley Harrison,GLOBE565
6869,Angela Delgado,GLOBE565
7825,Christopher Jackson,GLOBE565
2480,Miss Ashley Harrison,GLOBE565
1526,Angela Delgado,GLOBE565
2782,Donald Harris,POLSC915
9681,Sheila Hernandez,POLSC915
4181,Donald Harris,POLSC915
1189,Sheila Hernandez,POLSC915
9197,Donald Harris,POLSC915
7929,Sheila Hernandez,POLSC915
9733,Donald Harris,POLSC915
5315,Sheila Hernandez,POLSC915
5940,Donald Harris,POLSC915
7238,Sheila Hernandez,POLSC915
1212,Donald Harris,POLSC915
4868,Sheila Hernandez,POLSC915
6872,Donald Harris,POLSC915
9418,Sheila Hernandez,POLSC915
9917,Donald Harris,POLSC915
6472,Sheila Hernandez,POLSC915
9069,Michael Perry,THMGT565
6999,Michael Perry,THMGT565
9233,Michael Perry,THMGT565
8007,Michael Perry,THMGT565
7261,Michael Perry,THMGT565
2507,Michael Perry,THMGT565
4694,Michael Perry,THMGT565
5215,Michael Perry,THMGT565
6107,Morgan Ponce,MGSYS530
2107,Morgan Ponce,MGSYS530
9890,Morgan Ponce,MGSYS530
9113,Morgan Ponce,MGSYS530
8801,Morgan Ponce,MGSYS530
9632,Morgan Ponce,MGSYS530
3123,Morgan Ponce,MGSYS530
9476,Morgan Ponce,MGSYS530
1610,Juan Ho,MATHS916
5183,Samuel Andersen,MATHS916
9234,Robert Williams,MATHS916
4269,Juan Ho,MATHS916
9927,Samuel Andersen,MATHS916
7133,Robert Williams,MATHS916
3382,Juan Ho,MATHS916
4327,Samuel Andersen,MATHS916
1103,Robert Williams,MATHS916
9120,Juan Ho,MATHS916
1264,Samuel Andersen,MATHS916
3173,Robert Williams,MATHS916
2230,Juan Ho,MATHS916
8143,Samuel Andersen,MATHS916
3189,Robert Williams,MATHS916
6370,Juan Ho,MATHS916
3725,Samuel Andersen,MATHS916
6118,Robert Williams,MATHS916
2042,Juan Ho,MATHS916
3164,Samuel Andersen,MATHS916
6294,Robert Williams,MATHS916
1549,Cheryl Wagner,MAOED773
8836,Matthew Baldwin,MAOED773
2430,Cheryl Wagner,MAOED773
1614,Matthew Baldwin,MAOED773
2736,Cheryl Wagner,MAOED773
9143,Matthew Baldwin,MAOED773
3499,Cheryl Wagner,MAOED773
4611,Matthew Baldwin,MAOED773
6831,Cheryl Wagner,MAOED773
5026,Matthew Baldwin,MAOED773
1995,Cheryl Wagner,MAOED773
8085,Matthew Baldwin,MAOED773
7960,Cheryl Wagner,MAOED773
1037,Matthew Baldwin,MAOED773
2415,Cheryl Wagner,MAOED773
4885,Matthew Baldwin,MAOED773
1414,Adrian Gonzales,SCMGT108
5329,Nicholas Smith,SCMGT108
4734,Adrian Gonzales,SCMGT108
7260,Nicholas Smith,SCMGT108
7250,Adrian Gonzales,SCMGT108
1782,Nicholas Smith,SCMGT108
7705,Adrian Gonzales,SCMGT108
9093,Nicholas Smith,SCMGT108
3657,Adrian Gonzales,SCMGT108
2490,Nicholas Smith,SCMGT108
9230,Adrian Gonzales,SCMGT108
6657,Nicholas Smith,SCMGT108
9330,Adrian Gonzales,SCMGT108
6666,Nicholas Smith,SCMGT108
8896,Adrian Gonzales,SCMGT108
2599,Nicholas Smith,SCMGT108
1868,Kristen Richardson,ENVED621
3745,Kristen Richardson,ENVED621
2787,Kristen Richardson,ENVED621
1738,Kristen Richardson,ENVED621
6175,Kristen Richardson,ENVED621
9761,Kristen Richardson,ENVED621
3665,Heather Cooper,TOEDR286
7457,Jonathan Rivera,TOEDR286
8703,Heather Cooper,TOEDR286
9324,Jonathan Rivera,TOEDR286
5689,Heather Cooper,TOEDR286
3378,Jonathan Rivera,TOEDR286
4547,Heather Cooper,TOEDR286
2412,Jonathan Rivera,TOEDR286
8062,Heather Cooper,TOEDR286
9537,Jonathan Rivera,TOEDR286
5674,Jonathan Wells,TEPRO668
9128,Jonathan Wells,TEPRO668
3998,Jonathan Wells,TEPRO668
7690,Jonathan Wells,TEPRO668
1094,Elizabeth Cox MD,DINST834
8531,Elizabeth Cox MD,DINST834
7888,Elizabeth Cox MD,DINST834
8080,Elizabeth Cox MD,DINST834
5370,Cassandra Shaw,EARTH834
1535,Katrina Jefferson,EARTH834
6530,Sean Daniels,EARTH834
3559,Cassandra Shaw,EARTH834
8155,Katrina Jefferson,EARTH834
3586,Sean Daniels,EARTH834
7030,Cassandra Shaw,EARTH834
3851,Katrina Jefferson,EARTH834
9188,Sean Daniels,EARTH834
2429,Cassandra Shaw,EARTH834
6027,Katrina Jefferson,EARTH834
9129,Sean Daniels,EARTH834
6206,Cassandra Shaw,EARTH834
5138,Katrina Jefferson,EARTH834
4412,Sean Daniels,EARTH834
2730,Cassandra Shaw,EARTH834
3937,Katrina Jefferson,EARTH834
6892,Sean Daniels,EARTH834
7675,Cassandra Shaw,EARTH834
3480,Katrina Jefferson,EARTH834
5201,Sean Daniels,EARTH834
8391,Kelly Montgomery,SCIEN660
3560,Kelly Montgomery,SCIEN660
6360,Kelly Montgomery,SCIEN660
6596,Kelly Montgomery,SCIEN660
7924,Kelly Montgomery,SCIEN660
3234,Kelly Montgomery,SCIEN660
6689,Charles Wright,LINGS916
4139,Jennifer Warren,LINGS916
9090,Jasmine Ford,LINGS916
8196,Charles Wright,LINGS916
9257,Jennifer Warren,LINGS916
4527,Jasmine Ford,LINGS916
4229,Charles Wright,LINGS916
7337,Jennifer Warren,LINGS916
4117,Jasmine Ford,LINGS916
4696,Charles Wright,LINGS916
9698,Jennifer Warren,LINGS916
2328,Jasmine Ford,LINGS916
8108,Charles Wright,LINGS916
7963,Jennifer Warren,LINGS916
7392,Jasmine Ford,LINGS916
2602,Charles Wright,LINGS916
1786,Jennifer Warren,LINGS916
1443,Jasmine Ford,LINGS916
9916,Charles Wright,LINGS916
5717,Jennifer Warren,LINGS916
1701,Jasmine Ford,LINGS916
8721,Charles Wright,LINGS916
4278,Jennifer Warren,LINGS916
1227,Jasmine Ford,LINGS916
2491,Charles Wright,LINGS916
4351,Jennifer Warren,LINGS916
5899,Jasmine Ford,LINGS916
3416,Victor Rowe,TEACH629
4310,Amber Gonzales,TEACH629
4509,Debra Kelly,TEACH629
3409,Victor Rowe,TEACH629
6141,Amber Gonzales,TEACH629
8593,Debra Kelly,TEACH629
8560,Victor Rowe,TEACH629
8317,Amber Gonzales,TEACH629
9620,Debra Kelly,TEACH629
5412,Victor Rowe,TEACH629
9536,Amber Gonzales,TEACH629
9802,Debra Kelly,TEACH629
3642,Victor Rowe,TEACH629
7617,Amber Gonzales,TEACH629
3686,Debra Kelly,TEACH629
2182,Victor Rowe,TEACH629
9937,Amber Gonzales,TEACH629
6259,Debra Kelly,TEACH629
7294,Victor Rowe,TEACH629
7265,Amber Gonzales,TEACH629
2116,Debra Kelly,TEACH629
7335,Victor Rowe,TEACH629
2864,Amber Gonzales,TEACH629
1768,Debra Kelly,TEACH629
1687,Victor Rowe,TEACH629
3567,Amber Gonzales,TEACH629
4579,Debra Kelly,TEACH629
4441,Victor Rowe,TEACH629
1455,Amber Gonzales,TEACH629
8410,Debra Kelly,TEACH629
1835,Lisa Martin,ENTIN530
5461,Lisa Martin,ENTIN530
7155,Lisa Martin,ENTIN530
8236,Lisa Martin,ENTIN530
7147,Lisa Martin,ENTIN530
2893,Lisa Martin,ENTIN530
7464,Lisa Martin,ENTIN530
7685,Lisa Martin,ENTIN530
2009,Lisa Martin,ENTIN530
4832,Emily Lester,CLIMT916
7948,Jessica Fuller,CLIMT916
8164,Emily Lester,CLIMT916
7876,Jessica Fuller,CLIMT916
6369,Emily Lester,CLIMT916
2184,Jessica Fuller,CLIMT916
2885,Emily Lester,CLIMT916
6636,Jessica Fuller,CLIMT916
7760,Emily Lester,CLIMT916
9791,Jessica Fuller,CLIMT916
7470,Emily Lester,CLIMT916
8398,Jessica Fuller,CLIMT916
1945,Emily Lester,CLIMT916
1718,Jessica Fuller,CLIMT916
8403,Emily Lester,CLIMT916
6817,Jessica Fuller,CLIMT916
9016,Jacob Beck,MARIN445
3991,Alison Zhang,MARIN445
3074,Tammie Huber,MARIN445
7281,Jacob Beck,MARIN445
9105,Alison Zhang,MARIN445
6164,Tammie Huber,MARIN445
8983,Jacob Beck,MARIN445
1339,Alison Zhang,MARIN445
5848,Tammie Huber,MARIN445
8066,Jacob Beck,MARIN445
1910,Alison Zhang,MARIN445
2713,Tammie Huber,MARIN445
2458,Jacob Beck,MARIN445
1324,Alison Zhang,MARIN445
9642,Tammie Huber,MARIN445
8789,Jacob Beck,MARIN445
7319,Alison Zhang,MARIN445
3278,Tammie Huber,MARIN445
5607,Jacob Beck,MARIN445
8748,Alison Zhang,MARIN445
8494,Tammie Huber,MARIN445
5020,Jacob Beck,MARIN445
8439,Alison Zhang,MARIN445
7434,Tammie Huber,MARIN445
8288,Jacob Beck,MARIN445
1717,Alison Zhang,MARIN445
3934,Tammie Huber,MARIN445
4697,Jacob Beck,MARIN445
3546,Alison Zhang,MARIN445
1470,Tammie Huber,MARIN445
1452,Shannon Rangel,INDIP313
2292,Christopher Wilson,INDIP313
9243,Christine Ball,INDIP313
7181,Shannon Rangel,INDIP313
1504,Christopher Wilson,INDIP313
6052,Christine Ball,INDIP313
4050,Shannon Rangel,INDIP313
8829,Christopher Wilson,INDIP313
6054,Christine Ball,INDIP313
7494,Shannon Rangel,INDIP313
1225,Christopher Wilson,INDIP313
9061,Christine Ball,INDIP313
4782,Shannon Rangel,INDIP313
8045,Christopher Wilson,INDIP313
9964,Christine Ball,INDIP313
2052,Shannon Rangel,INDIP313
3794,Christopher Wilson,INDIP313
8630,Christine Ball,INDIP313
1821,Seth Williams,EXCOR234
9741,Seth Williams,EXCOR234
8910,Seth Williams,EXCOR234
2249,Seth Williams,EXCOR234
7435,Seth Williams,EXCOR234
8684,Seth Williams,EXCOR234
3532,Charles Wood,EXCOR629
6527,Charles Wood,EXCOR629
1137,Charles Wood,EXCOR629
2128,Charles Wood,EXCOR629
4513,Charles Wood,EXCOR629
7305,Charles Wood,EXCOR629
4963,Charles Wood,EXCOR629
7326,Jessica Parker,INMGT101
8231,Christopher Herrera,INMGT101
8749,Jessica Parker,INMGT101
7844,Christopher Herrera,INMGT101
6876,Jessica Parker,INMGT101
3603,Christopher Herrera,INMGT101
2150,Jessica Parker,INMGT101
6281,Christopher Herrera,INMGT101
1327,Jessica Parker,INMGT101
8971,Christopher Herrera,INMGT101
9174,Jessica Parker,INMGT101
2431,Christopher Herrera,INMGT101
6879,Jessica Parker,INMGT101
3485,Christopher Herrera,INMGT101
9504,Jessica Parker,INMGT101
6199,Christopher Herrera,INMGT101
3833,Jessica Parker,INMGT101
3077,Christopher Herrera,INMGT101
8441,Nicholas Pearson,ENSLA621
3207,Megan Adams,ENSLA621
6040,Cory Marquez,ENSLA621
3165,Nicholas Pearson,ENSLA621
2074,Megan Adams,ENSLA621
6868,Cory Marquez,ENSLA621
8899,Nicholas Pearson,ENSLA621
5909,Megan Adams,ENSLA621
1279,Cory Marquez,ENSLA621
2754,Nicholas Pearson,ENSLA621
5176,Megan Adams,ENSLA621
7793,Cory Marquez,ENSLA621
6043,Nicholas Pearson,ENSLA621
1502,Megan Adams,ENSLA621
7348,Cory Marquez,ENSLA621
6236,Nicholas Pearson,ENSLA621
1346,Megan Adams,ENSLA621
2656,Cory Marquez,ENSLA621
5851,Nicholas Pearson,ENSLA621
6696,Megan Adams,ENSLA621
1017,Cory Marquez,ENSLA621
3302,Nicholas Pearson,ENSLA621
2340,Megan Adams,ENSLA621
1741,Cory Marquez,ENSLA621
5290,Nicholas Pearson,ENSLA621
8778,Megan Adams,ENSLA621
1267,Cory Marquez,ENSLA621
8271,Nicholas Pearson,ENSLA621
2990,Megan Adams,ENSLA621
7565,Cory Marquez,ENSLA621
9000,Audrey Miller,EDART231
8297,Audrey Miller,EDART231
3084,Audrey Miller,EDART231
6111,Audrey Miller,EDART231
7783,Audrey Miller,EDART231
3924,Audrey Miller,EDART231
9214,Audrey Miller,EDART231
1558,Audrey Miller,EDART231
3494,Christine Acosta,PSYCH286
3536,Christopher Jenkins,PSYCH286
3273,Christine Acosta,PSYCH286
3835,Christopher Jenkins,PSYCH286
4834,Christine Acosta,PSYCH286
1555,Christopher Jenkins,PSYCH286
1397,Christine Acosta,PSYCH286
3225,Christopher Jenkins,PSYCH286
3529,Jose Hammond,HMDEV573
9600,Jose Hammond,HMDEV573
9447,Jose Hammond,HMDEV573
9602,Jose Hammond,HMDEV573
2677,Christopher Wolfe,POPST915
9227,Michael Smith,POPST915
4706,Christopher Wolfe,POPST915
5168,Michael Smith,POPST915
3816,Christopher Wolfe,POPST915
5550,Michael Smith,POPST915
5986,Christopher Wolfe,POPST915
8686,Michael Smith,POPST915
9299,Christopher Wolfe,POPST915
9711,Michael Smith,POPST915
7514,Christopher Wolfe,POPST915
7189,Michael Smith,POPST915
3977,Christopher Wolfe,POPST915
3614,Michael Smith,POPST915
5530,Christopher Wolfe,POPST915
7934,Michael Smith,POPST915
4688,Christopher Wolfe,POPST915
5823,Michael Smith,POPST915
8407,Christopher Wolfe,POPST915
7165,Michael Smith,POPST915
7334,Mark Campbell,EDUCA629
2626,Jared Thomas,EDUCA629
6568,Holly Baker,EDUCA629
3708,Mark Campbell,EDUCA629
9831,Jared Thomas,EDUCA629
2523,Holly Baker,EDUCA629
4770,Mark Campbell,EDUCA629
5198,Jared Thomas,EDUCA629
4454,Holly Baker,EDUCA629
7111,Mark Campbell,EDUCA629
5079,Jared Thomas,EDUCA629
1408,Holly Baker,EDUCA629
2227,Mark Campbell,EDUCA629
9077,Jared Thomas,EDUCA629
8700,Holly Baker,EDUCA629
1626,Mark Campbell,EDUCA629
4883,Jared Thomas,EDUCA629
6401,Holly Baker,EDUCA629
8134,Mark Campbell,EDUCA629
7861,Jared Thomas,EDUCA629
7919,Holly Baker,EDUCA629
3088,Mark Campbell,EDUCA629
2912,Jared Thomas,EDUCA629
2937,Holly Baker,EDUCA629
7630,Mark Campbell,EDUCA629
1371,Jared Thomas,EDUCA629
2930,Holly Baker,EDUCA629
1027,Robert Mitchell,EXMBM621
4430,Robert Mitchell,EXMBM621
3060,Robert Mitchell,EXMBM621
1830,Robert Mitchell,EXMBM621
3598,Robert Mitchell,EXMBM621
3031,Mark Lara,PUBRL101
2519,Mark Lara,PUBRL101
7903,Mark Lara,PUBRL101
1034,Mark Lara,PUBRL101
2392,Mark Lara,PUBRL101
8524,Keith Allen,MTHED565
8442,Robert Robinson,MTHED565
5251,Keith Allen,MTHED565
7518,Robert Robinson,MTHED565
7900,Keith Allen,MTHED565
6265,Robert Robinson,MTHED565
4566,Keith Allen,MTHED565
6667,Robert Robinson,MTHED565
9022,Keith Allen,MTHED565
1521,Robert Robinson,MTHED565
4247,Keith Allen,MTHED565
5673,Robert Robinson,MTHED565
3200,Keith Allen,MTHED565
7735,Robert Robinson,MTHED565
2755,Keith Allen,MTHED565
7300,Robert Robinson,MTHED565
8967,Keith Allen,MTHED565
2407,Robert Robinson,MTHED565
1350,Keith Allen,MTHED565
9911,Robert Robinson,MTHED565
9445,Miranda Rogers,AIMLX108
4195,Timothy Robinson,AIMLX108
2289,Nicole Williams,AIMLX108
6774,Miranda Rogers,AIMLX108
3098,Timothy Robinson,AIMLX108
6424,Nicole Williams,AIMLX108
3861,Miranda Rogers,AIMLX108
2571,Timothy Robinson,AIMLX108
6808,Nicole Williams,AIMLX108
8685,Miranda Rogers,AIMLX108
1710,Timothy Robinson,AIMLX108
7289,Nicole Williams,AIMLX108
3855,Miranda Rogers,AIMLX108
5639,Timothy Robinson,AIMLX108
3438,Nicole Williams,AIMLX108
3516,Miranda Rogers,AIMLX108
8903,Timothy Robinson,AIMLX108
4188,Nicole Williams,AIMLX108
6579,Miranda Rogers,AIMLX108
6675,Timothy Robinson,AIMLX108
8702,Nicole Williams,AIMLX108
5306,Tyler Hardin,MGSUS341
3389,Tyler Hardin,MGSUS341
5804,Tyler Hardin,MGSUS341
9742,Tyler Hardin,MGSUS341
8195,Troy Callahan,SCIEN101
6293,Patricia Carey,SCIEN101
8864,Troy Callahan,SCIEN101
3368,Patricia Carey,SCIEN101
5514,Troy Callahan,SCIEN101
9588,Patricia Carey,SCIEN101
8687,Troy Callahan,SCIEN101
4636,Patricia Carey,SCIEN101
5382,Troy Callahan,SCIEN101
8334,Patricia Carey,SCIEN101
6462,Troy Callahan,SCIEN101
1134,Patricia Carey,SCIEN101
8626,Edward Johnson,BIOEB474
2200,Edward Johnson,BIOEB474
6286,Edward Johnson,BIOEB474
3479,Edward Johnson,BIOEB474
9994,Edward Johnson,BIOEB474
9084,Edward Johnson,BIOEB474
5659,Edward Johnson,BIOEB474
9318,Amanda Collier,EXCOR387
1374,James Castro DVM,EXCOR387
1674,Paul Porter,EXCOR387
9031,Amanda Collier,EXCOR387
4549,James Castro DVM,EXCOR387
9753,Paul Porter,EXCOR387
1309,Amanda Collier,EXCOR387
4984,James Castro DVM,EXCOR387
6913,Paul Porter,EXCOR387
5125,Amanda Collier,EXCOR387
5062,James Castro DVM,EXCOR387
7095,Paul Porter,EXCOR387
6376,Amanda Collier,EXCOR387
1423,James Castro DVM,EXCOR387
8158,Paul Porter,EXCOR387
5204,Amanda Collier,EXCOR387
6073,James Castro DVM,EXCOR387
7772,Paul Porter,EXCOR387
2685,James Bennett,MAORI573
2873,Denise Bowers,MAORI573
9037,James Bennett,MAORI573
4153,Denise Bowers,MAORI573
5134,James Bennett,MAORI573
8629,Denise Bowers,MAORI573
3320,James Bennett,MAORI573
3857,Denise Bowers,MAORI573
2090,James Bennett,MAORI573
1430,Denise Bowers,MAORI573
6324,James Bennett,MAORI573
5268,Denise Bowers,MAORI573
1616,James Bennett,MAORI573
1048,Denise Bowers,MAORI573
5438,James Bennett,MAORI573
2004,Denise Bowers,MAORI573
6385,Juan Myers,FINAN445
7171,Christopher Owens,FINAN445
5022,Christine Martinez,FINAN445
1270,Juan Myers,FINAN445
2589,Christopher Owens,FINAN445
9424,Christine Martinez,FINAN445
4438,Juan Myers,FINAN445
7786,Christopher Owens,FINAN445
8015,Christine Martinez,FINAN445
2666,Juan Myers,FINAN445
4079,Christopher Owens,FINAN445
8343,Christine Martinez,FINAN445
6718,Juan Myers,FINAN445
6508,Christopher Owens,FINAN445
8673,Christine Martinez,FINAN445
7139,Jason Fox,TWEDR168
1744,Glenn Wilson,TWEDR168
6893,David Zavala,TWEDR168
5007,Jason Fox,TWEDR168
6647,Glenn Wilson,TWEDR168
7503,David Zavala,TWEDR168
2395,Jason Fox,TWEDR168
5467,Glenn Wilson,TWEDR168
6039,David Zavala,TWEDR168
8947,Jason Fox,TWEDR168
9410,Glenn Wilson,TWEDR168
4489,David Zavala,TWEDR168
4060,Jason Fox,TWEDR168
1301,Glenn Wilson,TWEDR168
6989,David Zavala,TWEDR168
9316,Jason Fox,TWEDR168
4382,Glenn Wilson,TWEDR168
3992,David Zavala,TWEDR168
3767,Jason Fox,TWEDR168
5158,Glenn Wilson,TWEDR168
3428,David Zavala,TWEDR168
8247,Margaret Harrington,LABST101
6558,Joshua Best,LABST101
2708,Margaret Harrington,LABST101
9855,Joshua Best,LABST101
5959,Margaret Harrington,LABST101
7474,Joshua Best,LABST101
8459,Margaret Harrington,LABST101
2982,Joshua Best,LABST101
3564,Margaret Harrington,LABST101
1265,Joshua Best,LABST101
5837,Margaret Harrington,LABST101
6482,Joshua Best,LABST101
4746,Margaret Harrington,LABST101
1005,Joshua Best,LABST101
7340,Margaret Harrington,LABST101
1055,Joshua Best,LABST101
4116,Kevin Martin,ENVED385
4789,Jeffrey Davis,ENVED385
3926,Kevin Martin,ENVED385
5433,Jeffrey Davis,ENVED385
9701,Kevin Martin,ENVED385
7739,Jeffrey Davis,ENVED385
5560,Kevin Martin,ENVED385
3874,Jeffrey Davis,ENVED385
2558,Joel Moran,SDCOA629
5782,Joel Moran,SDCOA629
6467,Joel Moran,SDCOA629
4690,Joel Moran,SDCOA629
5115,Joel Moran,SDCOA629
7933,Joel Moran,SDCOA629
4877,Matthew Malone,ARTSC668
6927,Kristin Thomas,ARTSC668
6412,Matthew Malone,ARTSC668
9157,Kristin Thomas,ARTSC668
3036,Matthew Malone,ARTSC668
5525,Kristin Thomas,ARTSC668
1875,Matthew Malone,ARTSC668
4850,Kristin Thomas,ARTSC668
4863,Matthew Malone,ARTSC668
7519,Kristin Thomas,ARTSC668
2097,Matthew Malone,ARTSC668
3326,Kristin Thomas,ARTSC668
8327,George Martinez,EXMBM408
7256,Julie Poole,EXMBM408
8357,Lawrence Henry,EXMBM408
2545,George Martinez,EXMBM408
9020,Julie Poole,EXMBM408
2645,Lawrence Henry,EXMBM408
5558,George Martinez,EXMBM408
4238,Julie Poole,EXMBM408
9595,Lawrence Henry,EXMBM408
5333,George Martinez,EXMBM408
8572,Julie Poole,EXMBM408
9346,Lawrence Henry,EXMBM408
5658,George Martinez,EXMBM408
6427,Julie Poole,EXMBM408
5328,Lawrence Henry,EXMBM408
9523,George Martinez,EXMBM408
4729,Julie Poole,EXMBM408
7360,Lawrence Henry,EXMBM408
8992,George Martinez,EXMBM408
7560,Julie Poole,EXMBM408
8190,Lawrence Henry,EXMBM408
1925,Brian Ashley,ENGEE573
9446,Brian Ashley,ENGEE573
6672,Brian Ashley,ENGEE573
8644,Brian Ashley,ENGEE573
6160,Brian Ashley,ENGEE573
2010,Brian Ashley,ENGEE573
7841,Brian Ashley,ENGEE573
5556,Brian Ashley,ENGEE573
5278,Melissa Jordan,EVSOC445
4815,Craig Manning,EVSOC445
8966,Melissa Jordan,EVSOC445
1448,Craig Manning,EVSOC445
5010,Melissa Jordan,EVSOC445
5150,Craig Manning,EVSOC445
4307,Melissa Jordan,EVSOC445
2876,Craig Manning,EVSOC445
6417,Melissa Jordan,EVSOC445
4799,Craig Manning,EVSOC445
1263,Joshua Acevedo,COUNS294
9007,Robert Cook,COUNS294
1589,Joshua Acevedo,COUNS294
5030,Robert Cook,COUNS294
3633,Joshua Acevedo,COUNS294
6986,Robert Cook,COUNS294
1927,Joshua Acevedo,COUNS294
4754,Robert Cook,COUNS294
4006,Joshua Acevedo,COUNS294
8469,Robert Cook,COUNS294
9512,Joshua Acevedo,COUNS294
1501,Robert Cook,COUNS294
4663,Joshua Acevedo,COUNS294
7085,Robert Cook,COUNS294
8802,Joshua Acevedo,COUNS294
5064,Robert Cook,COUNS294
6013,Joshua Acevedo,COUNS294
7725,Robert Cook,COUNS294
2756,William Taylor,INMGT660
1186,William Taylor,INMGT660
9530,William Taylor,INMGT660
3729,William Taylor,INMGT660
8679,William Taylor,INMGT660
6521,William Taylor,INMGT660
8542,William Taylor,INMGT660
8151,William Taylor,INMGT660
4923,Richard Eaton,WRITE231
6810,Daniel Oliver,WRITE231
6679,James Gonzales,WRITE231
4570,Richard Eaton,WRITE231
4220,Daniel Oliver,WRITE231
7355,James Gonzales,WRITE231
1820,Richard Eaton,WRITE231
1846,Daniel Oliver,WRITE231
5956,James Gonzales,WRITE231
7832,Richard Eaton,WRITE231
8710,Daniel Oliver,WRITE231
6880,James Gonzales,WRITE231
3907,Richard Eaton,WRITE231
3973,Daniel Oliver,WRITE231
8835,James Gonzales,WRITE231
3696,Richard Eaton,WRITE231
8154,Daniel Oliver,WRITE231
7115,James Gonzales,WRITE231
3046,Richard Eaton,WRITE231
4625,Daniel Oliver,WRITE231
5113,James Gonzales,WRITE231
6347,Johnny Zhang,FOUND834
3187,Johnny Zhang,FOUND834
5783,Johnny Zhang,FOUND834
9744,Johnny Zhang,FOUND834
7154,Johnny Zhang,FOUND834
5360,Johnny Zhang,FOUND834
9248,Lisa Simon,MGSUS490
7412,Wendy Frazier,MGSUS490
2209,Nicholas Thomas,MGSUS490
6033,Lisa Simon,MGSUS490
3748,Wendy Frazier,MGSUS490
4726,Nicholas Thomas,MGSUS490
3373,Lisa Simon,MGSUS490
5972,Wendy Frazier,MGSUS490
9179,Nicholas Thomas,MGSUS490
5774,Lisa Simon,MGSUS490
3066,Wendy Frazier,MGSUS490
8097,Nicholas Thomas,MGSUS490
5261,Lisa Simon,MGSUS490
3712,Wendy Frazier,MGSUS490
6807,Nicholas Thomas,MGSUS490
1689,Lisa Simon,MGSUS490
7661,Wendy Frazier,MGSUS490
6325,Nicholas Thomas,MGSUS490
3557,Mrs. Michaela Kelly,HRMGT560
1748,Kimberly Wong MD,HRMGT560
8012,Mrs. Michaela Kelly,HRMGT560
4465,Kimberly Wong MD,HRMGT560
8901,Mrs. Michaela Kelly,HRMGT560
4114,Kimberly Wong MD,HRMGT560
1106,Mrs. Michaela Kelly,HRMGT560
7396,Kimberly Wong MD,HRMGT560
1376,Mrs. Michaela Kelly,HRMGT560
3370,Kimberly Wong MD,HRMGT560
7342,Mrs. Michaela Kelly,HRMGT560
7268,Kimberly Wong MD,HRMGT560
1229,Mrs. Michaela Kelly,HRMGT560
2665,Kimberly Wong MD,HRMGT560
3390,Mrs. Michaela Kelly,HRMGT560
7336,Kimberly Wong MD,HRMGT560
2492,Mrs. Michaela Kelly,HRMGT560
3199,Kimberly Wong MD,HRMGT560
9048,Jennifer Goodwin,EDART565
3690,Janice Calderon,EDART565
4744,Stacey Gibson,EDART565
3259,Jennifer Goodwin,EDART565
8130,Janice Calderon,EDART565
9096,Stacey Gibson,EDART565
5943,Jennifer Goodwin,EDART565
9123,Janice Calderon,EDART565
9899,Stacey Gibson,EDART565
4394,Jennifer Goodwin,EDART565
1475,Janice Calderon,EDART565
9249,Stacey Gibson,EDART565
4012,Jennifer Goodwin,EDART565
1280,Janice Calderon,EDART565
5342,Stacey Gibson,EDART565
3555,Jennifer Goodwin,EDART565
3449,Janice Calderon,EDART565
3573,Stacey Gibson,EDART565
2419,Jennifer Goodwin,EDART565
4343,Janice Calderon,EDART565
2379,Stacey Gibson,EDART565
3117,Jennifer Goodwin,EDART565
8733,Janice Calderon,EDART565
6001,Stacey Gibson,EDART565
5463,Jennifer Goodwin,EDART565
2926,Janice Calderon,EDART565
2997,Stacey Gibson,EDART565
9407,Jennifer Goodwin,EDART565
9879,Janice Calderon,EDART565
4521,Stacey Gibson,EDART565
6252,Austin Walker,DIGIB660
2570,Austin Walker,DIGIB660
4132,Austin Walker,DIGIB660
1595,Austin Walker,DIGIB660
5072,Austin Walker,DIGIB660
9749,Austin Walker,DIGIB660
1407,Austin Walker,DIGIB660
9456,Austin Walker,DIGIB660
9903,Austin Walker,DIGIB660
2198,Timothy Matthews,HISTY294
7843,Rebecca Roberts,HISTY294
3985,Timothy Matthews,HISTY294
9905,Rebecca Roberts,HISTY294
2360,Timothy Matthews,HISTY294
4183,Rebecca Roberts,HISTY294
4040,Timothy Matthews,HISTY294
9780,Rebecca Roberts,HISTY294
9481,Timothy Matthews,HISTY294
9546,Rebecca Roberts,HISTY294
8594,Timothy Matthews,HISTY294
6887,Rebecca Roberts,HISTY294
4145,Timothy Matthews,HISTY294
9136,Rebecca Roberts,HISTY294
2541,Timothy Matthews,HISTY294
8098,Rebecca Roberts,HISTY294
3580,Timothy Matthews,HISTY294
9443,Rebecca Roberts,HISTY294
5021,Nicole Bishop,TEPRO286
1833,Nicole Bishop,TEPRO286
3783,Nicole Bishop,TEPRO286
9833,Nicole Bishop,TEPRO286
9992,Nicole Bishop,TEPRO286
4375,Jim Johnson,HLTSC294
1509,Jim Johnson,HLTSC294
1073,Jim Johnson,HLTSC294
1398,Jim Johnson,HLTSC294
6025,Jim Johnson,HLTSC294
6098,Jim Johnson,HLTSC294
8294,Michelle Mitchell,PSYCH408
2577,Katrina Maxwell,PSYCH408
8844,Michelle Mitchell,PSYCH408
